date,#repositories,precision_package,recall_package,precision_library,recall_library,precision_service,recall_service,precision_script,recall_script,precision_avg,recall_avg,errors
26/08/2021 21:33,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.935483871,0.966666667,0.955265952,0.944332298,"['autojump', 'rtdl', 'tada-gam', 'HXL-Data-Science-file-formats', 'fabric']"
26/08/2021 21:47,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.963330468,0.961267782,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
27/08/2021 00:10,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.963330468,0.961267782,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
27/08/2021 00:21,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.963330468,0.961267782,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
27/08/2021 00:28,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.963330468,0.961267782,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
27/08/2021 01:03,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.963330468,0.961267782,"['HXL-Data-Science-file-formats', 'autojump', 'rtdl', 'fabric']"
27/08/2021 11:48,96,0.954545455,0.913043478,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.963330468,0.961267782,"['HXL-Data-Science-file-formats', 'autojump', 'rtdl', 'fabric']"
28/08/2021 19:49,95,0.952380952,0.909090909,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.962789343,0.96027964,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
28/08/2021 21:30,94,0.952380952,0.909090909,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.962789343,0.96027964,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
28/08/2021 21:42,94,0.952380952,0.909090909,0.931034483,0.964285714,1,0.964285714,0.967741935,0.967741935,0.962789343,0.96027964,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats', 'fabric']"
28/08/2021 22:29,95,1,0.916666667,0.931034483,1,1,1,0.967741935,0.967741935,0.974694105,0.971102151,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats']"
06/09/2021 13:23,95,1,0.916666667,0.931034483,1,1,1,0.967741935,0.967741935,0.974694105,0.971102151,"['HXL-Data-Science-file-formats', 'autojump', 'rtdl']"
07/09/2021 02:10,95,1,0.916666667,0.931034483,1,1,1,0.967741935,0.967741935,0.974694105,0.971102151,"['HXL-Data-Science-file-formats', 'autojump', 'rtdl']"
08/09/2021 23:57,95,1,0.916666667,0.931034483,1,1,1,0.967741935,0.967741935,0.974694105,0.971102151,"['HXL-Data-Science-file-formats', 'autojump', 'rtdl']"16/09/2021 23:18:46,95,1.0,0.9166666666666666,0.9310344827586207,1.0,1.0,1.0,0.967741935483871,0.967741935483871,0.9746941045606229,0.9711021505376344,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats']"
16/09/2021 23:32:14,95,1.0,0.9166666666666666,0.9310344827586207,1.0,1.0,1.0,0.967741935483871,0.967741935483871,0.9746941045606229,0.9711021505376344,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats']"
19/09/2021 18:38:49,95,1.0,0.9166666666666666,0.9310344827586207,1.0,1.0,1.0,0.9090909090909091,0.967741935483871,0.9600313479623824,0.9326406120760959,"['autojump', 'rtdl', 'kgtk-browser', 'DDOS_Python', 'HXL-Data-Science-file-formats']"
19/09/2021 19:02:42,95,1.0,0.9166666666666666,0.9310344827586207,1.0,1.0,1.0,0.967741935483871,0.967741935483871,0.9746941045606229,0.9711021505376344,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats']"
19/09/2021 19:53:02,95,1.0,0.9166666666666666,0.9310344827586207,1.0,1.0,1.0,0.967741935483871,0.967741935483871,0.9746941045606229,0.9711021505376344,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats']"
26/01/2022 14:42:28,95,1.0,0.9166666666666666,0.9310344827586207,1.0,1.0,1.0,0.967741935483871,0.967741935483871,0.9746941045606229,0.9711021505376344,"['autojump', 'rtdl', 'HXL-Data-Science-file-formats']"
